player_id,name_full,hand,dob,ioc,height,wikidata_id
100300,Jose Higueras,R,1953-03-01,ESP,178.0,Q1348847
100307,Paul Torre,R,1953-05-18,FRA,180.0,Q13512879
100308,Robert Trogolo,R,1953-06-15,RSA,180.0,Q7350479
100309,Raul Ramirez,R,1953-06-20,MEX,183.0,Q972727
100314,Bernard Fritz,R,1953-10-05,FRA,173.0,Q2897929
100315,Hank Pfister,R,1953-10-09,USA,193.0,Q1144091
100319,Rick Fagel,R,1953-11-29,USA,180.0,Q7331375
100321,Vijay Amritraj,R,1953-12-14,IND,193.0,Q468309
100323,Givaldo Barbosa,R,1954-01-25,BRA,183.0,Q5565585
100324,John Whitlinger,R,1954-02-04,USA,180.0,Q8172709
100325,Ulrich Pinner,R,1954-02-07,GER,178.0,Q78176
100326,Russell Simpson,R,1954-02-22,NZL,188.0,Q3784261
100332,Balazs Taroczy,R,1954-05-09,HUN,183.0,Q370019
100337,Mark Edmondson,R,1954-06-24,AUS,185.0,Q506606
100339,Victor Amaya,L,1954-07-02,USA,201.0,Q1748325
100342,Vitas Gerulaitis,R,1954-07-26,USA,183.0,Q53547
100343,John Lloyd,R,1954-08-27,GBR,178.0,Q1360272
100345,Pat Dupre,R,1954-09-16,USA,190.0,Q3368536
100353,Bruce Kleege,R,1954-11-01,USA,190.0,Q22095971
100354,Bernie Mitton,R,1954-11-09,RSA,188.0,Q2898337
100356,Paul Mcnamee,R,1954-11-12,AUS,178.0,Q1348791
100358,Mike Fishbach,R,1954-12-01,USA,180.0,Q18641540
100360,Brian Teacher,R,1954-12-23,USA,190.0,Q54683
100362,Peter Fleming,R,1955-01-21,USA,196.0,Q729789
100363,Jiri Granat,R,1955-01-28,CZE,185.0,Q6203644
100364,Jonathan Smith,R,1955-01-29,GBR,188.0,Q6274466
100367,Belus Prajoux,R,1955-02-27,CHI,170.0,Q2895162
100368,Haroon Ismail,R,1955-02-27,ZIM,178.0,Q13513049
100369,Herve Gauvain,R,1955-03-04,FRA,180.0,Q81221296
100372,Trey Waltke,R,1955-03-16,USA,173.0,Q7839620
100375,John Hayes,R,1955-04-07,USA,193.0,Q6238395
100376,Buster C Mottram,R,1955-04-25,GBR,193.0,Q2928786
100377,Colin Dowdeswell,R,1955-05-12,GBR,185.0,Q464502
100378,David Schneider,R,1955-05-17,USA,185.0,Q5239547
100379,Craig Edwards,R,1955-05-19,USA,175.0,Q17457380
100380,Butch Walts,R,1955-06-04,USA,193.0,Q2928827
100383,Peter Mcnamara,R,1955-07-05,AUS,185.0,Q1508952
100390,Trevor Allan,L,1955-08-17,AUS,178.0,Q19975564
100392,Richard Meyer,R,1955-09-04,USA,183.0,Q7327797
100393,Marcos Hocevar,R,1955-09-26,BRA,185.0,Q2740863
100394,Angel Gimenez,R,1955-10-10,ESP,163.0,Q8076837
100395,Victor Pecci,R,1955-10-15,PAR,193.0,Q715523
100397,Terry Rocavert,R,1955-10-21,AUS,180.0,Q7704959
100398,Julio Goes,R,1955-10-25,BRA,180.0,Q10313439
100402,Francisco Gonzalez,R,1955-11-19,PAR,193.0,Q281439
100403,Rolf Gehring,R,1955-11-25,GER,185.0,Q73896
100411,Pavel Slozil,R,1955-12-29,CZE,173.0,Q1445074
100415,Michael Grant,R,1956-02-03,USA,178.0,Q96392800
100417,Hans Gildemeister,R,1956-02-09,CHI,183.0,Q630148
100422,Bruce Manson,L,1956-03-20,USA,173.0,Q2926443
100426,Hans Peter Kandler,R,1956-04-02,AUT,185.0,Q29995040
100427,Ferrante Rocchi,L,1956-04-11,ITA,180.0,Q55314859
100428,Gene Mayer,R,1956-04-11,USA,183.0,Q2760368
100430,David Carter,R,1956-04-21,AUS,183.0,Q5232213
100431,Mansour Bahrami,R,1956-04-26,IRI,178.0,Q564631
100434,Tomas Smid,R,1956-05-20,CZE,190.0,Q957327
100436,Nick Saviano,L,1956-06-05,USA,180.0,Q11738414
100437,Bjorn Borg,R,1956-06-06,SWE,180.0,Q104506
100438,Carlos Gattiker,R,1956-06-06,ARG,175.0,Q5042117
100440,Eddie Edwards,R,1956-07-03,RSA,190.0,Q5336001
100443,Christophe Freyss,L,1956-08-30,FRA,183.0,Q2966243
100445,Steve Denton,R,1956-09-05,USA,188.0,Q53408
100446,John Sadri,R,1956-09-19,USA,188.0,Q3106867
100447,Juan Nunez,R,1956-09-23,CHI,190.0,Q6300611
100448,Bruce Foxworth,R,1956-09-25,USA,180.0,Q30019877
100449,Stanislav Birner,R,1956-10-11,CZE,170.0,Q3496726
100450,Leo Palin,R,1956-10-20,FIN,178.0,Q13546
100452,Bill Scanlon,R,1956-11-13,USA,185.0,Q2760380
100453,Jose Luis Damiani,R,1956-11-21,URU,185.0,Q6292750
100456,Ferdi Taygan,R,1956-12-05,USA,173.0,Q760713
100459,Tracy Delatte,R,1956-12-22,USA,178.0,Q7831721
100460,Jose Lopez Maeso,R,1956-12-24,ESP,173.0,Q605230
100461,Billy Martin,R,1956-12-25,USA,178.0,Q2903676
100468,Dominique Bedel,R,1957-02-20,FRA,185.0,Q3034986
100471,Mark Vines,L,1957-02-23,USA,170.0,Q3294272
100472,Craig Wittus,R,1957-02-24,USA,180.0,Q5181609
100475,Matt Mitchell,R,1957-03-16,USA,180.0,Q1909253
100477,Gianni Ocleppo,R,1957-04-06,ITA,183.0,Q464773
100481,Roberto Vizcaino,R,1957-04-25,ESP,178.0,Q7351942
100483,Christophe Casa,R,1957-05-30,FRA,178.0,Q2966139
100485,Tsuyoshi Fukui,R,1957-06-22,JPN,170.0,Q7850370
100486,Christophe Roger-Vasselin,R,1957-07-08,FRA,188.0,Q2966474
100489,Larry Stefanki,R,1957-07-23,USA,178.0,Q463719
100490,Jaroslav Navratil,R,1957-07-24,CZE,196.0,Q1683632
100492,John Austin,R,1957-07-31,USA,193.0,Q3180953
100493,Eric Sherbeck,R,1957-08-07,USA,193.0,Q23039442
100495,Wayne Hampson,R,1957-08-23,AUS,183.0,Q7976297
100497,Markus Gunthardt,R,1957-09-10,SUI,178.0,Q1412218
100499,Chris Mayotte,R,1957-09-16,USA,186.0,Q1077521
100502,Vincent Van Patten,R,1957-10-17,USA,180.0,Q3559869
100503,Lorenzo Fargas,R,1957-10-19,ESP,173.0,Q54860943
100504,Jerome Vanier,L,1957-11-02,FRA,175.0,Q56434243
100512,Robert Reininger,R,1958-01-01,AUT,185.0,Q24005180
100515,Shlomo Glickstein,R,1958-01-06,ISR,188.0,Q2587010
100517,Matt Doyle,R,1958-01-13,USA,193.0,Q6788580
100518,Ricardo Acuna,R,1958-01-13,CHI,175.0,Q2742001
100520,Juan Farrow,R,1958-01-18,USA,180.0,Q27049872
100522,Chris Dunk,R,1958-01-23,USA,193.0,Q5106453
100523,Erick Iskersky,R,1958-01-25,USA,180.0,Q5388163
100525,Gilles Moretton,R,1958-02-10,FRA,190.0,Q3106414
100526,Ricardo Ycaza,R,1958-02-16,ECU,183.0,Q3430343
100529,Kevin Curren,R,1958-03-02,USA,185.0,Q53400
100530,Andreas Maurer,R,1958-03-08,GER,175.0,Q96378
100532,Johan Kriek,R,1958-04-05,USA,175.0,Q54530
100534,Steve Meister,R,1958-04-21,USA,193.0,Q7613355
100535,Tony Giammalva,R,1958-04-21,USA,190.0,Q2442549
100536,Fernando Luna,R,1958-04-24,ESP,175.0,Q552502
100537,Mike Brunnberg,R,1958-05-04,USA,190.0,Q19953072
100538,Alejandro Gattiker,R,1958-05-05,ARG,180.0,Q8194064
100540,Drew Gitlin,R,1958-05-26,USA,178.0,Q742393
100543,Peter Elter,R,1958-06-10,GER,178.0,Q7173851
100544,Tony Mmoh,R,1958-06-14,NGR,178.0,Q2442732
100546,Eric Fromm,R,1958-06-27,USA,178.0,Q3056270
100548,Ivan Kley,R,1958-06-29,BRA,183.0,Q10304381
100551,Brad Drewett,L,1958-07-19,AUS,185.0,Q461077
100553,Nduka Odizor,R,1958-08-09,NGR,183.0,Q1415593
100555,Jose Luis Clerc,R,1958-08-16,ARG,185.0,Q1373467
100556,Brian Levine,R,1958-08-20,RSA,183.0,Q4964491
100560,Jacques Manset,R,1958-10-11,USA,185.0,Q38678473
100562,Tom Cain,R,1958-10-11,USA,185.0,Q22095401
100564,Cary Stansbury,R,1958-10-17,USA,196.0,Q56809087
100565,Lloyd Bourne,R,1958-10-18,USA,190.0,Q3257516
100567,Chip Hooper,R,1958-10-24,USA,198.0,Q2963834
100568,John Mattke,R,1958-10-29,USA,183.0,Q29343269
100569,Toru Yonezawa,R,1958-10-31,JPN,188.0,Q56809131
100570,Marty Davis,R,1958-11-15,USA,183.0,Q1428545
100573,Ron Hightower,R,1958-12-12,USA,185.0,Q28606694
100574,Peter Rennert,L,1958-12-26,USA,185.0,Q2483691
100575,Andy Andrews,R,1959-01-01,USA,185.0,Q2849052
100579,Heinz Gunthardt,R,1959-02-08,SUI,180.0,Q638555
100581,John McEnroe,L,1959-02-16,USA,180.0,Q16474
100585,Van Winitsky,L,1959-03-12,USA,185.0,Q677136
100586,Eliot Teltscher,R,1959-03-15,USA,178.0,Q1762775
100587,Steve Guy,R,1959-03-15,NZL,188.0,Q1431261
100592,Robert Vant Hof,R,1959-04-10,USA,193.0,Q1115302
100595,Ronnie Bathman,R,1959-04-24,SWE,183.0,Q2165991
100597,Jay Lapidus,L,1959-05-01,USA,188.0,Q6166829
100598,Wolfgang Popp,R,1959-05-19,GER,183.0,Q119895
100599,Bernard Boileau,R,1959-05-25,BEL,185.0,Q2897563
100600,Pascal Portes,R,1959-05-28,FRA,175.0,Q3367571
100603,Roland Stadler,A,1959-06-14,SUI,178.0,Q7360439
100604,Egan Adams,R,1959-06-15,USA,178.0,Q23542556
100605,Charlie Fancutt,R,1959-06-17,AUS,178.0,Q5084826
100606,Mike Bauer,R,1959-06-29,USA,188.0,Q1490111
100607,Eduardo Bengoechea,R,1959-07-02,ARG,185.0,Q552789
100609,Zoltan Kuharszky,R,1959-07-08,HUN,183.0,Q8073608
100611,Mel Purcell,R,1959-07-18,USA,178.0,Q325724
100616,Andy Kohlberg,L,1959-08-17,USA,178.0,Q4760909
100617,Bud Schultz,R,1959-08-21,USA,193.0,Q4983937
100618,Leif Shiras,R,1959-08-21,USA,183.0,Q2579213
100619,George Kalovelonis,R,1959-08-23,GRE,190.0,Q20668788
100620,Eduardo Osta,L,1959-09-04,ESP,160.0,Q5340720
100623,Roger Knapp,L,1959-09-07,USA,183.0,Q46998409
100624,Derek Tarr,L,1959-09-15,USA,185.0,Q5262390
100628,Michiel Schapers,R,1959-10-11,NED,201.0,Q1931269
100630,Gustavo Guerrero,L,1959-10-22,ARG,180.0,Q5621414
100631,Tim Wilkison,L,1959-11-23,USA,180.0,Q176303
100635,Mark Dickson,R,1959-12-08,USA,190.0,Q3294056
100636,Gustavo Tiberti,R,1959-12-11,ARG,175.0,Q5621518
100637,Stefan Hermann,R,1959-12-13,GER,190.0,Q24005570
100638,David Mustard,L,1959-12-29,NZL,180.0,Q22007096
100639,Blaine Willenborg,R,1960-01-04,USA,170.0,Q599540
100640,Stefan Simonsson,R,1960-01-05,SWE,175.0,Q3497896
100644,Alexander Zverev,R,1997-04-20,GER,198.0,Q13990552
100645,Huub Van Boeckel,R,1960-01-25,NED,190.0,Q2678408
100646,Claudio Panatta,R,1960-02-02,ITA,178.0,Q464779
100649,David Dowlen,R,1960-02-03,USA,178.0,Q1174255
100651,Alejandro Ganzabal,R,1960-02-16,ARG,180.0,Q4714543
100652,Cassio Motta,R,1960-02-22,BRA,180.0,Q1149828
100653,Andres Gomez,L,1960-02-27,ECU,193.0,Q335350
100655,Fritz Buehning,R,1960-03-05,USA,196.0,Q3087926
100656,Ivan Lendl,R,1960-03-07,USA,188.0,Q182736
100657,Mike Leach,L,1960-03-09,USA,180.0,Q655759
100660,Bob Green,R,1960-03-25,USA,193.0,Q13512802
100661,Damir Keretic,R,1960-03-26,GER,178.0,Q3012895
100663,Marcel Freeman,R,1960-03-30,USA,173.0,Q1893014
100664,Stephan Medem,L,1960-04-02,SUI,185.0,Q7608151
100667,Per Hjertquist,R,1960-04-06,SWE,183.0,Q7166706
100671,Guillermo Stevens,R,1960-04-22,MEX,180.0,Q106608333
100672,Derek Segal,R,1960-05-07,RSA,178.0,Q105709083
100673,Robbie Venter,L,1960-05-07,RSA,180.0,Q22096431
100674,Jeff Turpin,R,1960-05-13,USA,188.0,Q23039557
100675,John Mccurdy,R,1960-05-13,AUS,188.0,Q3182045
100676,Yannick Noah,R,1960-05-18,FRA,193.0,Q221908
100680,Peter Johnston,L,1960-06-01,AUS,178.0,Q7175023
100682,Ernie Fernandez,R,1960-06-08,PUR,190.0,Q5394470
100686,Karl Richter,L,1960-07-21,USA,170.0,Q25189983
100689,Tim Mayotte,R,1960-08-03,USA,190.0,Q961974
100690,Marco Armellini,R,1960-08-17,ITA,188.0,Q55314861
100691,Ivo Werner,R,1960-08-19,GER,180.0,Q13360671
100696,Mark Buckley,R,1960-09-01,USA,178.0,Q50365666
100697,Choon Ho Kim,R,1960-09-02,KOR,163.0,Q55760972
100699,Chris Johnstone,R,1960-10-12,AUS,175.0,Q5107026
100700,Heinz Gildemeister,R,1960-10-18,CHI,178.0,Q5893570
100701,Marko Ostoja,R,1960-10-20,CRO,175.0,Q6771222
100703,Randy Nixon,R,1960-11-05,USA,193.0,Q46995373
100704,Billy Nealon,L,1960-11-11,USA,178.0,Q47003963
100705,Erik Vant Hof,R,1960-11-12,USA,188.0,Q24263697
100711,Pedro Rebolledo,R,1960-12-17,CHI,170.0,Q3898710
100713,John Fitzgerald,R,1960-12-28,AUS,183.0,Q426049
100714,Broderick Dyke,L,1960-12-31,AUS,183.0,Q464343
100715,Jim Gurfein,L,1961-01-04,USA,175.0,Q13512804
100719,Juan Avendano,R,1961-01-29,ESP,178.0,Q736248
100722,Michael Fancutt,R,1961-02-20,AUS,190.0,Q6830203
100725,Michael Mortensen,R,1961-03-12,DEN,188.0,Q962886
100727,Raul Antonio Viver,L,1961-03-17,ECU,190.0,Q3420189
100728,Todd Nelson,R,1961-03-18,USA,185.0,Q7812545
100729,Fernando Soler,R,1961-03-27,ESP,185.0,Q107365859
100730,Florin Segarceanu,R,1961-03-29,ROU,180.0,Q3074321
100731,Hector Ortiz,R,1961-04-02,MEX,180.0,Q107210398
100736,Hugo Nunez,R,1961-04-14,ECU,170.0,Q85767654
100737,Gary Lemon,R,1961-04-16,USA,190.0,Q84001975
100740,Dan Cassidy,R,1961-04-29,USA,178.0,Q5213240
100742,Christo Steyn,R,1961-05-01,RSA,185.0,Q1084228
100744,Peter Doohan,R,1961-05-02,AUS,190.0,Q1684279
100746,Brett Buffington,R,1961-05-05,USA,183.0,Q84008910
100747,Glenn Layendecker,L,1961-05-09,USA,185.0,Q1531075
100751,Roberto Saad,R,1961-06-03,ARG,185.0,Q2159618
100752,Ramesh Krishnan,R,1961-06-05,IND,170.0,Q982820
100757,Anders Jarryd,R,1961-07-13,SWE,180.0,Q455136
100759,Danie Visser,L,1961-07-26,RSA,180.0,Q965762
100761,Danny Saltz,R,1961-07-30,USA,193.0,Q5220798
100763,Brad Gilbert,R,1961-08-09,USA,185.0,Q715134
100764,Gabriel Urpi,R,1961-08-16,ESP,173.0,Q5515892
100765,Rodney Harmon,R,1961-08-16,USA,188.0,Q464665
100768,Nick Brown,R,1961-09-03,GBR,190.0,Q7026810
100769,Mario Martinez,R,1961-09-12,BOL,170.0,Q3293504
100770,Peter Moraing,R,1961-09-13,GER,193.0,Q7175944
100771,Kelvin Belcher,R,1961-09-20,USA,185.0,Q55065053
100772,Kelly Evernden,R,1961-09-21,NZL,175.0,Q400021
100773,Brian Joelson,R,1961-09-30,USA,183.0,Q29931748
100776,Tomm Warneke,R,1961-10-09,USA,193.0,Q16295683
100779,Kevin Moir,R,1961-10-14,RSA,188.0,Q6397018
100780,Mike De Palmer,L,1961-10-17,USA,185.0,Q1276910
100781,Bernhard Pils,R,1961-10-20,AUT,178.0,Q4894214
100782,Pablo Arraya,R,1961-10-21,PER,180.0,Q2016319
100787,Dale Houston,R,1961-11-15,AUS,188.0,Q30122733
100790,Bruce Derlin,L,1961-11-28,NZL,180.0,Q991599
100792,Adrian Marcu,R,1961-12-03,ROU,190.0,Q54861076
100793,Stephane Bonneau,R,1961-12-08,CAN,188.0,Q7629968
100794,Srinivasan Vasudevan,R,1962-01-04,IND,190.0,Q3495192
100795,Alvaro Jordan,R,1962-01-08,COL,185.0,Q8076704
100796,Ahmed El Mehelmy,R,1962-01-25,EGY,183.0,Q4695790
100797,Ben Testerman,L,1962-02-02,USA,185.0,Q2895573
100798,Howard Sands,R,1962-02-05,USA,173.0,Q46999644
100799,Carlos Castellan,R,1962-02-08,ARG,190.0,Q5041911
100800,Diego Perez,R,1962-02-09,URU,178.0,Q965320
100803,Stefan Svensson,R,1962-02-17,SWE,185.0,Q24005380
100804,Henri De Wet,R,1962-03-01,RSA,188.0,Q54623957
100807,Marcelo Hennemann,R,1962-03-11,BRA,170.0,Q6756569
100809,Juan Aguilera,R,1962-03-22,ESP,183.0,Q619890
100810,Paul Chamberlin,R,1962-03-26,USA,178.0,Q552792
100815,David Pate,R,1962-04-16,USA,183.0,Q948717
100817,Mark Basham,L,1962-04-24,USA,175.0,Q48931544
100819,Daniel Montes De Oca,R,1962-04-26,URU,170.0,Q107986458
100820,Thierry Pham,R,1962-04-28,FRA,178.0,Q7784057
100821,Hans Simonsson,R,1962-05-01,SWE,178.0,Q1566777
100824,Peter Bastiansen,R,1962-05-03,DEN,193.0,Q21028932
100825,Hugo Chapacu,R,1962-05-05,PAR,178.0,Q10298749
100826,Juan Antonio Rodriguez,R,1962-05-05,ESP,180.0,Q30122746
100829,Jan Gunnarsson,R,1962-05-30,SWE,185.0,Q1232303
100830,Gary Donnelly,R,1962-06-03,USA,190.0,Q1494838
100831,Rick Rudeen,R,1962-06-05,USA,188.0,Q24248346
100833,Marc Flur,R,1962-06-08,USA,190.0,Q6755553
100835,Hans Dieter Beutel,R,1962-06-12,GER,185.0,Q22683557
100836,Glenn Michibata,R,1962-06-13,CAN,175.0,Q716719
100837,Jeremy Bates,R,1962-06-19,GBR,180.0,Q706420
100840,Mark Wooldridge,R,1962-07-07,USA,188.0,Q24263685
100841,Jin Sun Yoo,R,1962-07-12,KOR,185.0,Q8055155
100844,Jerome Potier,L,1962-07-18,FRA,180.0,Q3191031
100848,Alberto Tous,R,1962-08-03,ESP,175.0,Q4712220
100849,David Graham,R,1962-08-04,AUS,180.0,Q1174584
100853,Dong Wook Song,L,1962-08-20,KOR,175.0,Q7560983
100854,Leighton Alfred,L,1962-08-27,GBR,180.0,Q101223178
100855,Scott Davis,R,1962-08-27,USA,188.0,Q1373440
100857,Sergio Casal,R,1962-09-08,ESP,185.0,Q913885
100863,Gustavo Luza,R,1962-10-11,ARG,185.0,Q462432
100864,Martin Wostenholme,R,1962-10-11,CAN,183.0,Q6776916
100865,Marcelo Ingaramo,L,1962-10-13,ARG,178.0,Q6756572
100866,Shahar Perkiss,R,1962-10-14,ISR,193.0,Q943988
100868,Craig A Miller,R,1962-10-18,AUS,188.0,Q5180676
