player_id,name_full,hand,dob,ioc,height,wikidata_id
100134,Roy Barth,R,1947-03-30,USA,175.0,Q18240972
100135,Onny Parun,R,1947-04-15,NZL,188.0,Q939026
100136,Humphrey Hose,R,1947-05-04,VEN,,Q22005197
100137,Hans Jurgen Pohmann,R,1947-05-23,GER,178.0,Q95218
100138,Dan Bleckinger,R,1947-05-27,USA,,
100139,Gerald Battrick,R,1947-05-27,GBR,178.0,Q1565118
100140,Steve Faulk,R,1947-06-01,USA,,
100141,Zeljko Franulovic,R,1947-06-13,CRO,,Q1290977
100142,Peter Szoke,R,1947-08-08,HUN,,Q1563115
100143,Peter Fishbach,R,1947-08-29,USA,180.0,Q87758114
100144,Bob Lutz,R,1947-08-29,USA,180.0,Q888085
100145,Dick Dell,R,1947-09-29,USA,,Q3026568
100146,Jun Kamiwazumi,R,1947-10-01,JPN,,Q11588830
100147,Marcello Lara,R,1947-10-05,MEX,,Q1565079
100148,Ismail El Shafei,R,1947-11-15,EGY,,Q402950
100149,Toshiro Sakai,R,1947-11-23,JPN,,Q962038
100150,Lito Alvarez,R,1947-12-05,ARG,,Q963823
100151,Karl Coombes,R,1947-12-17,AUS,180.0,Q16855126
100152,David Lloyd,R,1948-01-03,GBR,,Q3018308
100153,Patrice Hagelauer,R,1948-01-05,FRA,188.0,Q3368955
100154,Peter Kanderal,R,1948-01-16,SUI,,Q86628337
100155,Ramiro Benavides,R,1947-01-30,BOL,,
100156,Jasjit Singh,R,1948-02-04,IND,,Q18091541
100157,Stanley Pasarell,R,1948-02-11,USA,185.0,
100158,John Bartlett,R,1948-03-17,AUS,188.0,Q6220953
100159,Vladimir Korotkov,R,1948-04-23,RUS,,Q12488
100160,Georges Goven,R,1948-04-26,FRA,173.0,Q1563939
100161,Jurgen Fassbender,R,1948-05-28,GER,,Q77578
100162,Brian Fairlie,R,1948-06-13,NZL,173.0,Q1563153
100163,Tom Leonard,R,1948-07-15,USA,175.0,Q1563959
100164,Bill Lofgren,R,1948-07-31,USA,,
100165,Steve Siegel,R,1948-09-04,USA,,Q23023819
100166,Gene Malin,R,1948-10-01,USA,,
100167,Sever Muresan,R,1948-10-23,ROU,,Q7457808
100168,Kenneth McMillan,R,1948-11-25,USA,,
100169,Ian Fletcher,R,1948-12-01,AUS,,Q3147262
100170,Bernard Mignot,R,1948-12-03,BEL,,Q2898324
100171,John Yuill,R,1948-12-12,RSA,,Q3182800
100172,Tito Vazquez,R,1949-01-01,ARG,173.0,Q2040551
100173,Andrew Pattison,R,1949-01-30,USA,188.0,Q716408
100174,Manuel Orantes,L,1949-02-06,ESP,178.0,Q318569
100175,Zan Guerry,R,1949-02-12,USA,,Q22278049
100176,Hans Kary,L,1949-02-23,AUT,172.0,Q3126972
100177,Pavel Hutka,R,1949-02-28,CZE,,Q7155624
100178,Bob Giltinan,R,1949-04-07,AUS,,Q2907669
100179,Karl Meiler,R,1949-04-30,GER,178.0,Q89533
100180,Bill Lloyd,R,1949-05-07,AUS,,
100181,Larry Turville,R,1949-06-04,USA,,
100182,Mike Estep,R,1949-07-19,USA,173.0,Q4107672
100183,Jim Ward,R,1949-07-28,USA,,
100184,Lars Elvstrom,R,1949-08-18,DEN,,Q16064404
100185,Patrick Proisy,R,1949-09-10,FRA,180.0,Q1282611
100186,Jeff Borowiak,R,1949-09-25,USA,193.0,Q1565788
100187,Luis Felipe Tavares,R,1949-09-26,BRA,,
100188,John Fort,R,1949-09-28,USA,,
100189,Dale Power,R,1949-10-02,CAN,,Q5210590
100190,Norman Holmes,R,1949-10-05,USA,,
100191,Doug Crawford,R,1949-10-15,USA,188.0,
100192,Kent Crawford,R,1949-10-15,USA,,
100193,Wanaro N'Godrella,R,1949-10-19,FRA,,Q3566000
100194,Larry Parker,R,1949-10-23,USA,,
100195,Nicolas Kelaidis,R,1949-10-29,GRE,178.0,Q27996064
100196,Haroon Rahim,R,1949-11-12,PAK,,Q1258703
100197,Alejandro Pierola,R,1949-11-20,CHI,,Q4714630
100198,Alvaro Betancur,R,1950-01-03,COL,,Q86431834
100199,Patrice Dominguez,L,1950-01-12,FRA,173.0,Q3368924
100200,Antonio Zugarelli,R,1950-01-17,ITA,,Q267328
100201,Syd Ball,R,1950-01-24,AUS,188.0,Q1563900
100202,George Amaya,L,1950-02-12,USA,173.0,
100203,Phil Dent,R,1950-02-14,AUS,183.0,Q976190
100204,Pancho Walthall,L,1950-02-16,USA,,
100205,Paul Gerken,R,1950-03-15,USA,185.0,Q3371310
100206,Kenichi Hirai,R,1950-03-19,JPN,,Q17986761
100207,Noel Phillips,R,1950-03-28,AUS,,
100208,Dick Bohrnstedt,R,1950-04-28,USA,,Q16144736
100209,George Taylor,R,1950-05-04,USA,,
100210,Steve Docherty,R,1950-05-06,AUS,,Q7612404
100211,Louk Sanders,R,1950-05-09,NED,,Q2157904
100212,F D Robbins,R,1950-06-13,USA,,
100213,Fred Hemmes,U,1950-06-14,NED,,Q719304
100214,Adriano Panatta,R,1950-07-09,ITA,183.0,Q375938
100215,Fred Mcnair,R,1950-07-22,USA,183.0,Q3086899
100216,Charlie Owens,R,1950-07-31,USA,,Q5081403
100217,Bob Mckinley,R,1950-08-05,USA,,Q7347560
100218,Butch Palmer,R,1950-09-04,USA,,
100219,Geoff Masters,R,1950-09-19,AUS,,Q1260231
100220,Jiri Hrebec,R,1950-09-19,CZE,,Q2057065
100221,Carlos Kirmayr,R,1950-09-23,BRA,173.0,Q1042999
100222,Mike Powers,R,1950-09-24,USA,,
100223,Jeff Simpson,R,1950-10-29,NZL,,Q6174987
100224,Peter Campbell,R,1950-11-10,AUS,,
100225,Peter Doerner,R,1950-11-17,AUS,,Q18010763
100226,Mike Machette,R,1951-01-27,USA,,Q13512805
100227,Alvin Gardiner,R,1951-02-11,AUS,,Q22959202
100228,Kjell Johansson,R,1951-02-12,SWE,,Q5886813
100229,Dick Stockton,R,1951-02-18,USA,188.0,Q967423
100230,Welry Fritz,R,1951-02-19,CAN,,
100231,Erik Van Dillen,R,1951-02-21,USA,183.0,Q1259691
100232,Eddie Dibbs,R,1951-02-23,USA,170.0,Q1282765
100233,Ricardo Cano,R,1951-02-26,ARG,170.0,Q3430221
100234,Allan McDonald,R,1951-03-01,AUS,,Q16855281
100235,Antonio Munoz,R,1951-03-01,ESP,,Q4776822
100236,John James,R,1951-03-07,AUS,183.0,Q6241493
100237,Bill Freer,R,1951-03-09,RSA,,
100238,Rick Fisher,R,1951-03-29,USA,,Q7331389
100239,Hans Engert,R,1951-04-22,GER,,Q1566665
100240,Joao Soares,R,1951-04-25,BRA,185.0,Q6298385
100241,Joel Bailey,R,1951-04-25,USA,,Q22095303
100242,Mike Collins,R,1951-05-01,GBR,,
100243,Steve Krulevitz,R,1951-05-30,USA,175.0,Q7613081
100244,John Alexander,R,1951-07-04,AUS,190.0,Q1281683
100245,Jeff Austin,R,1951-07-05,USA,,Q6173248
100246,Frank Puncec,R,1951-07-09,RSA,,Q62513964
100247,Rolf Thung,L,1951-07-27,NED,190.0,Q1821050
100248,Max Hurlimann,R,1951-07-30,SUI,,
100249,Paolo Bertolucci,R,1951-08-03,ITA,175.0,Q484985
100250,Woody Blocher,R,1951-08-24,USA,173.0,Q87495855
100251,Grover Raz Reid,R,1951-08-27,USA,,
100252,Tim Gullikson,R,1951-09-08,USA,180.0,Q962989
100253,Tom Gullikson,L,1951-09-08,USA,180.0,Q1855348
100254,George Glowa,R,1951-10-01,USA,188.0,
100255,Roscoe Tanner,L,1951-10-15,USA,183.0,Q54681
100256,Luis Baraldi,R,1951-10-21,MEX,,
100257,Ross Case,R,1951-11-01,AUS,,Q1260196
100258,Jorge Andrew,R,1951-11-02,VEN,,Q11705726
100259,Peter Feigl,R,1951-11-30,AUT,183.0,Q3376565
100260,Gary Groslimond,R,1952-01-03,USA,,
100261,Brian Gottfried,R,1952-01-27,USA,183.0,Q912255
100262,Rolf Norberg,R,1952-01-31,SWE,,Q3440373
100263,John Andrews,R,1952-02-05,USA,,Q3180915
100264,Lajos Levai,R,1952-02-07,YUG,,
100265,Cliff Letcher,R,1952-02-09,AUS,,Q2979053
100266,John Feaver,R,1952-02-16,GBR,190.0,Q6232841
100267,Rayno Seegers,R,1952-02-29,RSA,,Q18030745
100268,Denis Naegelen,R,1952-03-14,FRA,,Q5802672
100269,Joe Garcia,R,1952-03-17,USA,,
100270,Anand Amritraj,R,1952-03-20,IND,185.0,Q2698644
100271,Jean Francois Caujolle,L,1952-03-31,FRA,,Q3165519
100272,Sandy Mayer,R,1952-04-05,USA,178.0,Q2096054
100273,Kim Warwick,R,1952-04-08,AUS,183.0,Q1741596
100274,Eric Deblicker,R,1952-04-17,FRA,178.0,Q3591073
100275,Hartmut Kirchhubel,R,1952-04-23,GER,,Q22278629
100276,Terry Moor,L,1952-04-23,USA,178.0,Q716901
100277,Jacques Thamin,R,1952-05-23,FRA,,Q13365306
100278,Frank Gebert,R,1952-06-11,GER,,Q3082618
100279,Mike Cahill,R,1952-06-17,USA,183.0,Q6846222
100280,Wojtek Fibak,R,1952-08-03,POL,183.0,Q505565
100281,Sashi Menon,R,1952-08-09,IND,180.0,Q7425124
100282,Guillermo Vilas,L,1952-08-17,ARG,180.0,Q201515
100283,Andre Zietsmann,R,1952-08-19,RSA,,
100284,Jimmy Connors,L,1952-09-02,USA,178.0,Q53393
100285,Rod Frawley,R,1952-09-08,AUS,185.0,Q3438080
100286,Harold Solomon,R,1952-09-17,USA,168.0,Q1585949
100287,Robin Drysdale,R,1952-09-18,GBR,,Q3437059
100288,Tenny Svensson,R,1952-09-21,SWE,,Q18085229
100289,Byron Bertram,R,1952-10-29,RSA,,Q1565274
100290,Timothy Noonan,R,1952-10-31,USA,,
100291,Ian Harris,R,1952-11-16,USA,,
100292,Alvaro Fillol,R,1952-12-04,CHI,178.0,Q3576981
100293,John Marks,R,1952-12-09,AUS,,Q3181997
100294,Rejean Genois,R,1952-12-30,CAN,175.0,Q7386114
100295,Richard Legendre,R,1953-01-19,CAN,,Q3430975
100296,Chris Gunning,R,1953-02-07,NZL,,
100297,Corrado Barazzutti,R,1953-02-19,ITA,178.0,Q2713814
100298,George Hardie,L,1953-02-19,USA,,Q5540227
100299,James Chico Hagey,R,1953-02-25,USA,,
100300,Jose Higueras,R,1953-03-01,ESP,178.0,Q1348847
100301,Jim Delaney,R,1953-03-12,USA,,Q6132533
100302,Joaquim Rasgado Jr,R,1953-03-24,BRA,,
100303,Henry Bunis,R,1953-03-27,USA,,Q22677495
100304,Bob Kreiss,R,1953-04-30,USA,,Q16268937
100305,Mark Farrell,R,1953-05-06,GBR,,Q3294072
100306,Mike Wayman,R,1953-05-06,GBR,,
100307,Paul Torre,R,1953-05-18,FRA,180.0,Q13512879
100308,Robert Trogolo,R,1953-06-15,RSA,180.0,Q7350479
100309,Raul Ramirez,R,1953-06-20,MEX,183.0,Q972727
100310,Mike Myburg,R,1953-06-23,RSA,,Q13513068
100311,Ulises Quezada,R,1953-07-14,CHI,173.0,
100312,Chiraid Mukherjea,R,1953-08-14,IND,,
100313,Keith Richardson,R,1953-08-18,USA,185.0,
100314,Bernard Fritz,R,1953-10-05,FRA,173.0,Q2897929
100315,Hank Pfister,R,1953-10-09,USA,193.0,Q1144091
100316,Scott Carnahan,R,1953-10-24,USA,,
100317,Stephen Warboys,R,1953-10-25,GBR,,Q27680824
100318,Roger Guedes,R,1953-11-03,BRA,,Q106602825
100319,Rick Fagel,R,1953-11-29,USA,180.0,Q7331375
100320,Mark Meyers,R,1953-12-05,USA,,
100321,Vijay Amritraj,R,1953-12-14,IND,193.0,Q468309
100322,Emilio Montano,R,1953-12-18,MEX,,Q18159398
100323,Givaldo Barbosa,R,1954-01-25,BRA,183.0,Q5565585
100324,John Whitlinger,R,1954-02-04,USA,180.0,Q8172709
100325,Ulrich Pinner,R,1954-02-07,GER,178.0,Q78176
100326,Russell Simpson,R,1954-02-22,NZL,188.0,Q3784261
100327,Willem Prinsloo,L,1954-02-25,RSA,,Q92294368
100328,Rand Evett,R,1954-03-01,USA,,
100329,Otto Panman,R,1954-03-25,NED,,
100330,David Imonitie,R,1954-04-10,NGR,,
100331,Jean Louis Haillet,R,1954-05-07,FRA,,Q735512
100332,Balazs Taroczy,R,1954-05-09,HUN,183.0,Q370019
100333,Shigeyuki Nishio,R,1954-05-23,JPN,,Q62513568
100334,Ernie Ewert,R,1954-06-05,AUS,,Q17365472
100335,David Parker,R,1954-06-07,USA,,
100336,Guillermo Aubone,L,1954-06-08,ARG,,Q5616118
100337,Mark Edmondson,R,1954-06-24,AUS,185.0,Q506606
100338,Benjy Robins,R,1954-06-30,USA,175.0,
100339,Victor Amaya,L,1954-07-02,USA,201.0,Q1748325
100340,Sam Vuille,R,1954-07-06,USA,,
100341,Gonzalo Nunez,R,1954-07-21,USA,,Q107031471
100342,Vitas Gerulaitis,R,1954-07-26,USA,183.0,Q53547
100343,John Lloyd,R,1954-08-27,GBR,178.0,Q1360272
100344,Eric Friedler,R,1954-09-08,USA,,Q24005201
100345,Pat Dupre,R,1954-09-16,USA,190.0,Q3368536
100346,Paul Kronk,R,1954-09-22,AUS,,Q3371590
100347,Peter Kronk,R,1954-09-22,AUS,,
100348,Gerard Toulon,R,1954-09-24,FRA,185.0,
100349,Glen Holroyd,R,1954-09-25,USA,,Q28595312
100350,Franz Josef Wich,R,1954-10-11,GER,,
100351,Freddie De Jesus,R,1954-10-30,PUR,,
100352,John Lucas,R,1954-10-31,USA,,
100353,Bruce Kleege,R,1954-11-01,USA,190.0,Q22095971
100354,Bernie Mitton,R,1954-11-09,RSA,188.0,Q2898337
100355,Victor Eke,R,1954-11-11,AUS,,Q55183442
100356,Paul Mcnamee,R,1954-11-12,AUS,178.0,Q1348791
100357,Bhanu Nunna,R,1954-11-13,IND,,Q87786664
100358,Mike Fishbach,R,1954-12-01,USA,180.0,Q18641540
100359,Richard Lewis,L,1954-12-06,GBR,,Q7327373
100360,Brian Teacher,R,1954-12-23,USA,190.0,Q54683
100361,Willie Davies,R,1955-01-01,GBR,,
100362,Peter Fleming,R,1955-01-21,USA,196.0,Q729789
100363,Jiri Granat,R,1955-01-28,CZE,185.0,Q6203644
100364,Jonathan Smith,R,1955-01-29,GBR,188.0,Q6274466
100365,Peter Holl,R,1955-01-29,GER,,Q84072816
100366,Heiner Seuss,R,1955-02-04,GER,,
100367,Belus Prajoux,R,1955-02-27,CHI,170.0,Q2895162
100368,Haroon Ismail,R,1955-02-27,ZIM,178.0,Q13513049
100369,Herve Gauvain,R,1955-03-04,FRA,180.0,Q81221296
100370,Helmut Beermann,R,1955-03-09,GER,,
100371,Robert Baumgartner,R,1955-03-11,GER,,
100372,Trey Waltke,R,1955-03-16,USA,173.0,Q7839620
100373,Christopher Sylvan,R,1955-03-18,USA,,
100374,Javier Soler,L,1955-03-25,ESP,,Q23772064
100375,John Hayes,R,1955-04-07,USA,193.0,Q6238395
100376,Buster C Mottram,R,1955-04-25,GBR,193.0,Q2928786
100377,Colin Dowdeswell,R,1955-05-12,GBR,185.0,Q464502
100378,David Schneider,R,1955-05-17,USA,185.0,Q5239547
100379,Craig Edwards,R,1955-05-19,USA,175.0,Q17457380
100380,Butch Walts,R,1955-06-04,USA,193.0,Q2928827
100381,Michael Greenberg,R,1955-06-11,USA,,
100382,Chris Kachel,R,1955-06-19,AUS,,Q2964756
100383,Peter Mcnamara,R,1955-07-05,AUS,185.0,Q1508952
100384,Alejandro Cortes,R,1955-07-14,COL,,Q4714511
100385,Filip Krajcik,R,1955-07-23,AUT,,Q19971270
100386,Jose Garcia,R,1955-07-23,ESP,,
100387,Jiri Prucha,R,1955-08-10,CZE,,Q106981794
100388,Peter Pearson,R,1955-08-12,USA,,
100389,Horace Reid,R,1955-08-14,USA,,
100390,Trevor Allan,L,1955-08-17,AUS,178.0,Q19975564
100391,Larry Davidson,R,1955-08-21,USA,,
100392,Richard Meyer,R,1955-09-04,USA,183.0,Q7327797
100393,Marcos Hocevar,R,1955-09-26,BRA,185.0,Q2740863
100394,Angel Gimenez,R,1955-10-10,ESP,163.0,Q8076837
100395,Victor Pecci,R,1955-10-15,PAR,193.0,Q715523
100396,Martin Robinson,L,1955-10-19,GBR,,Q96392148
100397,Terry Rocavert,R,1955-10-21,AUS,180.0,Q7704959
100398,Julio Goes,R,1955-10-25,BRA,180.0,Q10313439
100399,Rocky Maguire,R,1955-10-27,USA,,
100400,Hubertus Hoyt,R,1955-11-03,USA,,
100401,Sean Sorensen,R,1955-11-12,IRL,,Q7441447
100402,Francisco Gonzalez,R,1955-11-19,PAR,193.0,Q281439
100403,Rolf Gehring,R,1955-11-25,GER,185.0,Q73896
100404,David Sherbeck,R,1955-12-02,USA,,Q17442289
100405,Fernando Maynetto,R,1955-12-02,PER,,Q5444825
100406,Greg Halder,R,1955-12-05,CAN,188.0,
100407,Dale Collings,R,1955-12-16,AUS,,Q3012292
100408,Gary Plock,R,1955-12-21,USA,175.0,
100409,Randy Crawford,R,1955-12-22,USA,188.0,
100410,Tim Garcia,R,1955-12-28,USA,,Q56702380
100411,Pavel Slozil,R,1955-12-29,CZE,173.0,Q1445074
100412,Bruce Nichols,R,1955-12-31,USA,,Q4978078
100413,Ulrich Marten,R,1956-01-01,GER,,Q7879844
100414,Gunther Gnettner,R,1956-01-12,GER,,
100415,Michael Grant,R,1956-02-03,USA,178.0,Q96392800
100416,Bill Maze,R,1956-02-09,USA,,Q4910058
100417,Hans Gildemeister,R,1956-02-09,CHI,183.0,Q630148
100418,Geoff Martinez,R,1956-02-13,USA,,
100419,Todd Lundy,R,1956-02-17,USA,,
100420,Hans Ritschard,R,1956-02-25,SUI,,
100421,Jan Norback,R,1956-03-06,SWE,,Q18346977
100422,Bruce Manson,L,1956-03-20,USA,173.0,Q2926443
100423,Jochen Hierl,R,1956-03-21,GER,,
100424,Warren Eber,R,1956-03-28,USA,,
100425,Junie Chatman,R,1956-03-29,USA,,
100426,Hans Peter Kandler,R,1956-04-02,AUT,185.0,Q29995040
100427,Ferrante Rocchi,L,1956-04-11,ITA,180.0,Q55314859
100428,Gene Mayer,R,1956-04-11,USA,183.0,Q2760368
100429,Miguel Mir,R,1956-04-18,ESP,,Q6844679
100430,David Carter,R,1956-04-21,AUS,183.0,Q5232213
100431,Mansour Bahrami,R,1956-04-26,IRI,178.0,Q564631
100432,Robert Bettauer,R,1956-05-02,CAN,175.0,
100433,Fritz Don,R,1956-05-13,NED,,
100434,Tomas Smid,R,1956-05-20,CZE,190.0,Q957327
100435,Regis Brunet,R,1956-05-31,FRA,183.0,
100436,Nick Saviano,L,1956-06-05,USA,180.0,Q11738414
100437,Bjorn Borg,R,1956-06-06,SWE,180.0,Q104506
100438,Carlos Gattiker,R,1956-06-06,ARG,175.0,Q5042117
100439,Mike Barr,R,1956-06-27,USA,,Q84893874
100440,Eddie Edwards,R,1956-07-03,RSA,190.0,Q5336001
100441,Mark Darby,R,1956-07-03,USA,185.0,
100442,Gianni Marchetti,R,1956-07-08,ITA,,Q55281100
100443,Christophe Freyss,L,1956-08-30,FRA,183.0,Q2966243
